date,actual_volatility,har_forecast,har_sentiment_forecast,har_log_forecast,xgb_forecast,xgb_sentiment_forecast,har_sentiment_trained,xgb_sentiment_trained
2023-12-14,0.20687700285735544,0.21743044684260804,0.21743044684260804,0.07687736291447485,0.024468394,0.024468394,False,True
2023-12-15,0.08200073013137778,0.1763091634887858,0.1763091634887858,0.10797060795721021,0.53148276,0.53148276,False,True
2023-12-18,0.025964804935279286,0.14502846879954012,0.14502846879954012,0.10468460079984107,0.15051104,0.15051104,False,True
2023-12-19,0.1126770688321969,0.12865827982177314,0.12865827982177314,0.09609851957179597,0.13168591,0.13168591,False,True
2023-12-20,0.1245807724310771,0.15316832576732667,0.15316832576732667,0.09831772604046651,0.16791596,0.16791596,False,True
2023-12-21,0.044135032128548565,0.15050239710117214,0.15050239710117214,0.10105055795098389,0.15393358,0.15393358,False,True
2023-12-22,0.0033907211135439895,0.12169458968051422,0.12169458968051422,0.07745435887679047,0.11736136,0.11736136,False,True
2023-12-26,0.025018106148022034,0.10048096883225716,0.10048096883225716,0.05639784580594302,0.2098879,0.2098879,False,True
2023-12-27,0.05126585816860891,0.0927222390446526,0.0927222390446526,0.0569087099044457,0.087493755,0.087493755,False,True
2023-12-28,0.032116235426965706,0.09572450730480819,0.09572450730480819,0.06121396746415329,0.1358203,0.1358203,False,True
2023-12-29,0.2197660473309076,0.09230876761041978,0.09230876761041978,0.05577359483063611,0.11241812,0.11241812,False,True
2024-01-02,0.011560664366025106,0.15322933613500184,0.15322933613500184,0.04762318461452389,0.18023641,0.18023641,False,True
2024-01-03,0.11435110125902354,0.1129213908726609,0.1129213908726609,0.06516218004126083,0.22686031,0.22686031,False,True
2024-01-04,0.008199636552861773,0.12368179550840236,0.12368179550840236,0.07019419519329281,0.3367823,0.3367823,False,True
2024-01-05,0.296784472548503,0.10331252114897665,0.10331252114897665,0.06547563890977055,0.049460303,0.049460303,False,True
2024-01-08,0.04653573124610495,0.11804454421707022,0.11804454421707022,0.07365812486712425,0.086314276,0.086314276,False,True
2024-01-09,0.2921506080412599,0.1412480369202827,0.1412480369202827,0.08704473595190022,0.14058167,0.14058167,False,True
2024-01-10,0.07695307428276164,0.120079408823695,0.120079408823695,0.08562948042610177,0.035059135,0.035059135,False,True
2024-01-11,0.15769901151639376,0.15059940880238787,0.15059940880238787,0.09568877464514533,0.10843152,0.10843152,False,True
2024-01-12,0.07338513913216517,0.13041867327738757,0.13041867327738757,0.09599650659225506,0.05887726,0.05887726,False,True
2024-01-16,0.032573465840890915,0.14215188035110127,0.14215188035110127,0.09601163770490012,0.14755978,0.14755978,False,True
2024-01-17,0.17833500813106148,0.13031222870104114,0.13031222870104114,0.08139867780196289,0.10438296,0.10438296,False,True
2024-01-18,0.1922902548903276,0.12480872312672533,0.12480872312672533,0.08790372579724717,0.17924412,0.17924412,False,True
2024-01-19,0.08624230604781347,0.13505687336145858,0.13505687336145858,0.07759437975957983,0.109573744,0.109573744,False,True
2024-01-22,0.09539718105049823,0.1510254831267075,0.1510254831267075,0.07997047038289905,0.1184095,0.1184095,False,True
2024-01-23,0.144988299944298,0.1198868102322139,0.1198868102322139,0.07632804436546603,0.13509817,0.13509817,False,True
