date,actual_volatility,har_forecast,har_sentiment_forecast,har_log_forecast,xgb_forecast,xgb_sentiment_forecast
2023-12-14,0.20687700285735544,0.21743044684216317,0.04206081609048315,0.07687736291447493,0.1097342529499878,0.1097342529499878
2023-12-15,0.08200073013137778,0.17630916348654496,0.13143470402135363,0.10797060795721021,0.4299266848188654,0.4299266848188654
2023-12-18,0.025964804935279286,0.14502846880092352,0.19128235040750535,0.10468460079984097,0.2012149615876125,0.2012149615876125
2023-12-19,0.1126770688321969,0.12865827982257522,0.21690553907352275,0.09609851957179597,0.13606869650963102,0.13606869650963102
2023-12-20,0.1245807724310771,0.15316832576845416,0.17072326405148103,0.09831772604046651,0.15622446652865052,0.15622446652865052
2023-12-21,0.044135032128548565,0.15050239710042806,0.16829063534454156,0.1010505579509838,0.1425089477095668,0.1425089477095668
2023-12-22,0.0033907211135439895,0.12169458968161295,0.20644617334006451,0.07745435887679047,0.12819988013123362,0.12819988013123362
2023-12-26,0.025018106148022034,0.10048096883174346,0.22381913348557667,0.05639784580594308,0.16708100392143527,0.16708100392143527
2023-12-27,0.05126585816860891,0.09272223904533672,0.21031096711566596,0.0569087099044457,0.09289419999625545,0.09289419999625545
2023-12-28,0.032116235426965706,0.09572450730485693,0.19785705223728636,0.06121396746415329,0.12418523813600524,0.12418523813600524
2023-12-29,0.2197660473309076,0.092308767610558,0.20760794377250777,0.05577359483063611,0.1032316984129379,0.1032316984129379
2024-01-02,0.011560664366025106,0.15322933613536344,0.11112702454471174,0.04762318461452393,0.18722267117929323,0.18722267117929323
2024-01-03,0.11435110125902354,0.11292139087187403,0.22280201423810803,0.06516218004126083,0.1141314733002939,0.1141314733002939
2024-01-04,0.008199636552861773,0.12368179550725072,0.16542775522919748,0.07019419519329281,0.17138597833168492,0.17138597833168492
2024-01-05,0.296784472548503,0.10331252114958023,0.22245746962117538,0.0654756389097705,0.11011704866789343,0.11011704866789343
2024-01-08,0.04653573124610495,0.11804454421633417,0.07205508979012454,0.07365812486712425,0.16002693269884163,0.16002693269884163
2024-01-09,0.2921506080412599,0.14124803691847926,0.2100120598523249,0.0870447359519003,0.14579652771332213,0.14579652771332213
2024-01-10,0.07695307428276164,0.12007940882248899,0.07556761743087473,0.08562948042610177,0.14727295857312958,0.14727295857312958
2024-01-11,0.15769901151639376,0.15059940880126976,0.19544003388791892,0.09568877464514533,0.09547912069615391,0.09547912069615391
2024-01-12,0.07338513913216517,0.13041867327622886,0.1481811673165516,0.09599650659225506,0.0555872475031928,0.0555872475031928
2024-01-16,0.032573465840890915,0.14215188035202347,0.1948716665969533,0.09601163770490012,0.13214457510928634,0.13214457510928634
2024-01-17,0.17833500813106148,0.1303122287004978,0.21226400666673922,0.08139867780196289,0.11962247041653484,0.11962247041653484
2024-01-18,0.1922902548903276,0.12480872312722965,0.13583789742828062,0.08790372579724726,0.1506640588899507,0.1506640588899507
2024-01-19,0.08624230604781347,0.13505687336054317,0.1312648167781347,0.07759437975957983,0.09546669596764948,0.09546669596764948
2024-01-22,0.09539718105049823,0.15102548312879166,0.18680269978104735,0.07997047038289905,0.15584626226715825,0.15584626226715825
2024-01-23,0.144988299944298,0.11988681023145914,0.17910693877968725,0.0763280443654661,0.15239807746589762,0.15239807746589762
2024-01-24,0.09083183630854352,0.1237492774105794,0.1537882153363177,0.07922993228242974,0.17201848131968409,0.17201848131968409
2024-01-25,0.03689931526811099,0.13864852555608337,0.1846828105530955,0.08145688927921145,0.12602168249034582,0.12602168249034582
2024-01-26,0.22593274354400003,0.13179717524075885,0.2101631258885173,0.07290839653653175,0.14418360515863313,0.14418360515863313
2024-01-29,0.04384226725050367,0.11782420969368274,0.1096981981157948,0.07066875679995646,0.10971033557064871,0.10971033557064871
2024-01-30,0.4336290311842186,0.14502196443034537,0.20962393646917343,0.07786630381893919,0.19050166925766115,0.19050166925766115
2024-01-31,0.24564267804825887,0.23812901323303914,0.00650361158092827,0.08435830168576594,0.1389600818607944,0.1389600818607944
2024-02-01,0.28983965219840463,0.18922956556338857,0.11371857685058726,0.11325773418464227,0.15902464083790688,0.15902464083790688
