date,actual_volatility,har_forecast,har_sentiment_forecast,har_log_forecast,xgb_forecast,xgb_sentiment_forecast
2023-12-14,0.15416827381514395,0.3253138762875449,0.3587838431154926,0.20721512791922925,0.34448569943244534,0.34448569943244534
2023-12-15,0.08917216383399425,0.3890191408605384,0.4850971755787105,0.22729652578129467,0.13350042408222804,0.13350042408222804
2023-12-18,0.32043090786048184,0.3573237185529587,0.4812209859501272,0.19524900195851388,0.09984981453439865,0.09984981453439865
2023-12-19,0.6346116986979565,0.28063506278545286,0.42175025739566047,0.19183400402662842,0.38992757913961795,0.38992757913961795
2023-12-20,0.46585109786457335,0.38767018504480666,0.3877318907624732,0.19984052473981426,0.48674600030395215,0.48674600030395215
2023-12-21,0.1227291629372193,0.3475956357921975,0.42101046187876223,0.21628916087511713,0.2363066247852515,0.2363066247852515
2023-12-22,0.2537975055690302,0.35150809606778266,0.4731861379286244,0.21053244632753051,0.299511011503541,0.299511011503541
2023-12-26,0.2960191791952689,0.3289903273717604,0.44684574708948277,0.19842117765400258,0.2480730168862243,0.2480730168862243
2023-12-27,0.5096376091841207,0.31617557137606744,0.4368640133710512,0.2028605352195018,0.36081181143673,0.36081181143673
2023-12-28,0.2974617205358408,0.3714629595269154,0.40429252338346977,0.2076685050438452,0.37728674053206357,0.37728674053206357
2023-12-29,0.0038334945952427594,0.38204591392734666,0.44871735596876294,0.2147986746852088,0.41020194300457824,0.41020194300457824
2024-01-02,0.6502392535447451,0.33402275031896483,0.49019928062157453,0.18658557087188746,0.336731766975007,0.336731766975007
2024-01-03,0.03465643130344807,0.38210623615324224,0.37984786413781496,0.16670938729811147,0.42259136383419016,0.42259136383419016
2024-01-04,0.029382785800158323,0.3881755925333234,0.5035625397615988,0.2096397117578319,0.12875857851541303,0.12875857851541303
2024-01-05,0.19663141053477082,0.3523663138409504,0.48959769996217234,0.1827364451290078,0.18114476333560312,0.18114476333560312
2024-01-08,0.36665096139401093,0.2793659259205146,0.44036433223708527,0.18446689051489587,0.14119558756214692,0.14119558756214692
2024-01-09,0.06906415470703504,0.3626930533908167,0.4284083405500082,0.2023126363705636,0.26367720217015933,0.26367720217015933
2024-01-10,0.4626778688343038,0.34066322806349375,0.4794657516542318,0.20610600532034276,0.22497265154959928,0.22497265154959928
2024-01-11,0.5929033246971479,0.37840156101114747,0.41393517442181044,0.19059617705192552,0.36949573033014127,0.36949573033014127
2024-01-12,0.07380170874532645,0.42288097039397227,0.40472665863845425,0.21654702682425211,0.3819820364721576,0.3819820364721576
2024-01-16,0.31789452937102813,0.3428085873476888,0.4816314119076294,0.2198049227470114,0.13297196692050922,0.13297196692050922
2024-01-17,0.2726099968007942,0.3932836638581748,0.445005766186629,0.20450509329407685,0.32979821016804955,0.32979821016804955
2024-01-18,0.023208713061611055,0.37376534195816663,0.44868340034120346,0.2187550351063377,0.45970887447604586,0.45970887447604586
2024-01-19,0.25566276855637526,0.3234330068295881,0.4824266706583979,0.20070667686652502,0.2935552998372107,0.2935552998372107
2024-01-22,0.025827993010869934,0.3550386686288193,0.4455463219678479,0.18507286410165485,0.30439401763391405,0.30439401763391405
