date,actual_volatility,har_forecast_log1p,har_sentiment_forecast_log1p,har_log_forecast,xgb_forecast_log1p,xgb_sentiment_forecast_log1p
2023-12-14,0.20687700285735544,0.19404532309870187,0.19404532309870187,15.874507866387544,0.12909256269142777,0.12909256269142777
2023-12-15,0.08200073013137778,0.16702141008345284,0.16702141008345284,15.874507866387544,0.3450236285106699,0.3450236285106699
2023-12-18,0.025964804935279286,0.14612792023168455,0.14612792023168455,15.874507866387544,0.19542555331090664,0.19542555331090664
2023-12-19,0.1126770688321969,0.1345045131923129,0.1345045131923129,15.874507866387544,0.1524051371191312,0.1524051371191312
2023-12-20,0.1245807724310771,0.14945734933695004,0.14945734933695004,15.874507866387544,0.1933194732266253,0.1933194732266253
2023-12-21,0.044135032128548565,0.1477587774106193,0.1477587774106193,15.874507866387544,0.1166797875888248,0.1166797875888248
2023-12-22,0.0033907211135439895,0.12532540329082162,0.12532540329082162,15.874507866387544,0.12963950210565994,0.12963950210565994
2023-12-26,0.025018106148022034,0.10960192807347338,0.10960192807347338,15.874507866387544,0.15675893850829561,0.15675893850829561
2023-12-27,0.05126585816860891,0.10313825604255432,0.10313825604255432,15.874507866387544,0.09375240430679348,0.09375240430679348
2023-12-28,0.032116235426965706,0.10453752999348624,0.10453752999348624,15.874507866387544,0.10246231120165161,0.10246231120165161
2023-12-29,0.2197660473309076,0.10175729200270255,0.10175729200270255,15.874507866387544,0.1128723430355946,0.1128723430355946
2024-01-02,0.011560664366025106,0.14221095060312444,0.14221095060312444,15.874507866387544,0.1608265912627371,0.1608265912627371
2024-01-03,0.11435110125902354,0.11789697023053274,0.11789697023053274,15.874507866387544,0.08737400710210017,0.08737400710210017
2024-01-04,0.008199636552861773,0.12539840528402432,0.12539840528402432,15.874507866387544,0.18400611187308485,0.18400611187308485
2024-01-05,0.296784472548503,0.11198696513453212,0.11198696513453212,15.874507866387544,0.08769523498490707,0.08769523498490707
2024-01-08,0.04653573124610495,0.1178828249920605,0.1178828249920605,15.874507866387544,0.16746533545336378,0.16746533545336378
2024-01-09,0.2921506080412599,0.14122477872342834,0.14122477872342834,15.874507866387544,0.14756133395592888,0.14756133395592888
