date,actual_volatility,har_forecast_log1p,har_sentiment_forecast_log1p,har_log_forecast,xgb_forecast_log1p,xgb_sentiment_forecast_log1p
2023-12-14,0.1763129800693099,0.2559090844326049,0.2559090844326049,15.874507866387544,0.22618302676356855,0.22618302676356855
2023-12-15,0.38081277602500396,0.25078218707182437,0.25078218707182437,15.874507866387544,0.12907048187547684,0.12907048187547684
2023-12-18,0.15065442387527025,0.24718362748844017,0.24718362748844017,15.874507866387544,0.17205070689917198,0.17205070689917198
2023-12-19,0.4851350410709955,0.2641750156697194,0.2641750156697194,15.874507866387544,0.10758668770718918,0.10758668770718918
2023-12-20,0.2874141154749853,0.2794465295931701,0.2794465295931701,15.874507866387544,0.21248667221816617,0.21248667221816617
2023-12-21,0.05193050522012297,0.2748643365048734,0.2748643365048734,15.874507866387544,0.2620720377092454,0.2620720377092454
2023-12-22,0.14530092009524065,0.270757685695893,0.270757685695893,15.874507866387544,0.2411843911702557,0.2411843911702557
2023-12-26,0.04439270656165182,0.25571191774940794,0.25571191774940794,15.874507866387544,0.47288713673320193,0.47288713673320193
2023-12-27,0.033693825464927565,0.24232991885632332,0.24232991885632332,15.874507866387544,0.18972155145328604,0.18972155145328604
2023-12-28,0.0,0.22559925052154114,0.22559925052154114,15.874507866387544,0.1481395427560275,0.1481395427560275
2023-12-29,0.44007497050482003,0.20581762902081152,0.20581762902081152,15.874507866387544,0.3167034849046503,0.3167034849046503
2024-01-02,0.19864710278726347,0.23216857140067354,0.23216857140067354,15.874507866387544,0.362986567388985,0.362986567388985
2024-01-03,0.14252248346291113,0.2445342860168802,0.2445342860168802,15.874507866387544,0.1105510130392846,0.1105510130392846
2024-01-04,0.3593761474128868,0.22604742544611608,0.22604742544611608,15.874507866387544,0.19663630511003297,0.19663630511003297
2024-01-05,0.9889713359608094,0.2392611731570022,0.2392611731570022,15.874507866387544,0.14294384915047856,0.14294384915047856
2024-01-08,0.26721011292727015,0.24642820543323038,0.24642820543323038,15.874507866387544,0.3613434193168103,0.3613434193168103
2024-01-09,0.35740909403958265,0.33929014758233533,0.33929014758233533,15.874507866387544,0.45445396601905186,0.45445396601905186
2024-01-10,0.13726626860233265,0.2883018611546307,0.2883018611546307,15.874507866387544,0.24857542518423217,0.24857542518423217
2024-01-11,0.03246426226321984,0.3171103369395942,0.3171103369395942,15.874507866387544,0.29797430367583844,0.29797430367583844
2024-01-12,0.4778777196676194,0.2793228308752078,0.2793228308752078,15.874507866387544,0.1569337114730874,0.1569337114730874
2024-01-16,0.09290176832832059,0.27747024250268953,0.27747024250268953,15.874507866387544,0.4260876358150101,0.4260876358150101
2024-01-17,0.29572584301440813,0.26251509841262355,0.26251509841262355,15.874507866387544,0.17722792940306992,0.17722792940306992
2024-01-18,0.6492417462862163,0.24123338674038206,0.24123338674038206,15.874507866387544,0.3449513826461461,0.3449513826461461
2024-01-19,0.04343476946425807,0.2580181911022281,0.2580181911022281,15.874507866387544,0.14909144404861652,0.14909144404861652
2024-01-22,0.058171780415626,0.2912680461334125,0.2912680461334125,15.874507866387544,0.17906799683775199,0.17906799683775199
2024-01-23,0.3899584365558578,0.24956088070674515,0.24956088070674515,15.874507866387544,0.2954598242855442,0.2954598242855442
2024-01-24,0.06583273990309481,0.26511400524409723,0.26511400524409723,15.874507866387544,0.2536842537875207,0.2536842537875207
2024-01-25,0.15169541763657599,0.2638679021771759,0.2638679021771759,15.874507866387544,0.17792373727534258,0.17792373727534258
2024-01-26,0.36867750035712793,0.2455041522779834,0.2455041522779834,15.874507866387544,0.15161850992431639,0.15161850992431639
2024-01-29,0.07833347296311913,0.2360934640775954,0.2360934640775954,15.874507866387544,0.11381313260353583,0.11381313260353583
2024-01-30,0.31851942063735517,0.24910219485397356,0.24910219485397356,15.874507866387544,0.2509952532217153,0.2509952532217153
2024-01-31,0.382370905808013,0.26072862009942765,0.26072862009942765,15.874507866387544,0.20573348087918694,0.20573348087918694
2024-02-01,0.770118305984636,0.2571745942995267,0.2571745942995267,15.874507866387544,0.29875310903420876,0.29875310903420876
2024-02-02,0.7434105782870476,0.28506231576050667,0.28506231576050667,15.874507866387544,0.18508779400236672,0.18508779400236672
2024-02-05,0.2559736693730258,0.33045569547126147,0.33045569547126147,15.874507866387544,0.35782787227820373,0.35782787227820373
2024-02-06,0.43062411641208226,0.3788781183254929,0.3788781183254929,15.874507866387544,0.3493764192463993,0.3493764192463993
2024-02-07,0.10405830334113972,0.33736724307572047,0.33736724307572047,15.874507866387544,0.5482334205367378,0.5482334205367378
2024-02-08,0.5581195091550536,0.35741966052619256,0.35741966052619256,15.874507866387544,0.6063662085306856,0.6063662085306856
2024-02-09,0.025287743183266986,0.31173966551287496,0.31173966551287496,15.874507866387544,0.17055733829371764,0.17055733829371764
2024-02-12,0.026389219683986182,0.3142177705498636,0.3142177705498636,15.874507866387544,0.196372462439033,0.196372462439033
2024-02-13,0.3852830850327988,0.2507724922613181,0.2507724922613181,15.874507866387544,0.28849958149728916,0.28849958149728916
2024-02-14,0.2690631793327507,0.2714438548987281,0.2714438548987281,15.874507866387544,0.1381128410604584,0.1381128410604584
2024-02-15,0.009834362384081339,0.2859934770339814,0.2859934770339814,15.874507866387544,0.32216148261418776,0.32216148261418776
2024-02-16,0.7065432040820228,0.26713803618221804,0.26713803618221804,15.874507866387544,0.15779019353955498,0.15779019353955498
2024-02-20,0.4591418478633562,0.3063644805931011,0.3063644805931011,15.874507866387544,0.16363725132847537,0.16363725132847537
2024-02-21,2.410860095671211,0.33626135095946824,0.33626135095946824,15.874507866387544,0.17311110738208604,0.17311110738208604
2024-02-22,0.05629286115446366,0.08659391725073778,0.08659391725073778,15.874507866387544,0.513048860644832,0.513048860644832
2024-02-23,0.0552915689768795,0.44156898353645463,0.44156898353645463,15.874507866387544,0.47640833775933256,0.47640833775933256
2024-02-26,0.0786732999914625,0.29767002230455913,0.29767002230455913,15.874507866387544,0.36847829772874363,0.36847829772874363
2024-02-27,0.21076324782847694,0.39850239013210403,0.39850239013210403,15.874507866387544,0.5264987795123433,0.5264987795123433
2024-02-28,0.29344955462853217,0.3075193036186601,0.3075193036186601,15.874507866387544,0.4321979343475947,0.4321979343475947
2024-02-29,0.6230956918422167,0.3715617543144954,0.3715617543144954,15.874507866387544,0.25724481504044916,0.25724481504044916
2024-03-01,0.5606829064307051,0.281282422333055,0.281282422333055,15.874507866387544,0.3104360173917151,0.3104360173917151
2024-03-04,0.13482158595404808,0.3282889985378455,0.3282889985378455,15.874507866387544,0.2877045184394456,0.2877045184394456
2024-03-05,0.497368764447563,0.3507909157122103,0.3507909157122103,15.874507866387544,0.2774895313781383,0.2774895313781383
2024-03-06,0.6948928634209528,0.3274929662279234,0.3274929662279234,15.874507866387544,0.5123155041754717,0.5123155041754717
2024-03-07,0.9060415043141292,0.35628754846088195,0.35628754846088195,15.874507866387544,0.37793517687088574,0.37793517687088574
2024-03-08,0.3213442706452755,0.510243179621277,0.510243179621277,15.874507866387544,0.4002006361264294,0.4002006361264294
2024-03-11,1.0973498810469673,0.4447374898131583,0.4447374898131583,15.874507866387544,0.4867216814231086,0.4867216814231086
2024-03-12,0.1780249024236982,0.35096961006677213,0.35096961006677213,15.874507866387544,0.503539385254989,0.503539385254989
2024-03-13,0.5227115658537318,0.47274371838237805,0.47274371838237805,15.874507866387544,0.5785485667832098,0.5785485667832098
2024-03-14,0.0193264165982123,0.44391406794511884,0.44391406794511884,15.874507866387544,0.30158041247917716,0.30158041247917716
2024-03-15,0.11129883488722217,0.4225210470085136,0.4225210470085136,15.874507866387544,0.5642365009295076,0.5642365009295076
2024-03-18,0.16833917246404664,0.337126368639309,0.337126368639309,15.874507866387544,0.362828284965699,0.362828284965699
2024-03-19,0.17201875828062801,0.3509336022456166,0.3509336022456166,15.874507866387544,0.2558539253886037,0.2558539253886037
2024-03-20,0.1856334388801239,0.2996437529942396,0.2996437529942396,15.874507866387544,0.13343887420998493,0.13343887420998493
2024-03-21,0.48792266386607047,0.30213398275227743,0.30213398275227743,15.874507866387544,0.20521511384284688,0.20521511384284688
2024-03-22,0.11958874876889825,0.28571674317717216,0.28571674317717216,15.874507866387544,0.07571275591782076,0.07571275591782076
2024-03-25,0.4132146799902885,0.31195276708867875,0.31195276708867875,15.874507866387544,0.3148729306720316,0.3148729306720316
2024-03-26,0.40137513832780536,0.3007605269386711,0.3007605269386711,15.874507866387544,0.40097330785042656,0.40097330785042656
2024-03-27,0.018634403845338487,0.3335125390388434,0.3335125390388434,15.874507866387544,0.4914436052683087,0.4914436052683087
2024-03-28,0.0012290961452778668,0.31479648233677593,0.31479648233677593,15.874507866387544,0.5488530324674217,0.5488530324674217
2024-04-01,0.1608511915384349,0.2748225684978478,0.2748225684978478,15.874507866387544,0.2714237960350509,0.2714237960350509
2024-04-02,0.08684068450906894,0.2778889108488982,0.2778889108488982,15.874507866387544,0.17586430326455346,0.17586430326455346
2024-04-03,0.5554448747246734,0.2664557262005353,0.2664557262005353,15.874507866387544,0.18297959217930798,0.18297959217930798
2024-04-04,0.3839366546336942,0.29846396343865644,0.29846396343865644,15.874507866387544,0.26366001264897454,0.26366001264897454
2024-04-05,0.1586185923001629,0.27509301514833817,0.27509301514833817,15.874507866387544,0.2544926626733161,0.2544926626733161
2024-04-08,0.32746655079894155,0.29734444196853876,0.29734444196853876,15.874507866387544,0.3511422561270855,0.3511422561270855
2024-04-09,0.31033139770600404,0.3033089781098347,0.3033089781098347,15.874507866387544,0.24365693558747606,0.24365693558747606
2024-04-10,0.6393371901926778,0.29166209175951036,0.29166209175951036,15.874507866387544,0.36821119895658405,0.36821119895658405
2024-04-11,0.43151011052731014,0.30073588157658127,0.30073588157658127,15.874507866387544,0.24890045043371525,0.24890045043371525
2024-04-12,0.39827979231919797,0.3509742293221734,0.3509742293221734,15.874507866387544,0.28464614962832774,0.28464614962832774
2024-04-15,0.25888124279346375,0.33261998992003744,0.33261998992003744,15.874507866387544,0.371552311387045,0.371552311387045
2024-04-16,0.62598710141334,0.31795195790367353,0.31795195790367353,15.874507866387544,0.32338302370888433,0.32338302370888433
2024-04-17,0.11968914955885332,0.36144636321826396,0.36144636321826396,15.874507866387544,0.33031263734858624,0.33031263734858624
2024-04-18,1.6733589781181741,0.3308995586247157,0.3308995586247157,15.874507866387544,0.2848158819296125,0.2848158819296125
