date,actual_volatility,har_forecast,har_sentiment_forecast,har_log_forecast,xgb_forecast,xgb_sentiment_forecast,preferred_model,preferred_prediction,preferred_source
2023-12-14,0.1763129800693099,0.2736551456835803,0.4890657552753839,0.1706461392392489,0.3366299811941619,0.3366299811941619,har_forecast,0.2736551456835803,raw
2023-12-15,0.3808127760250039,0.268904398764256,0.5618431423411507,0.1640142474344215,0.1588938572447194,0.1588938572447194,har_forecast,0.268904398764256,raw
2023-12-18,0.1506544238752702,0.2709298139633006,0.7330536591452068,0.1678700842455044,0.2067981434449468,0.2067981434449468,har_forecast,0.2709298139633006,raw
2023-12-19,0.4851350410709955,0.277605778560934,0.5446222095580439,0.1748663333843627,0.1820898060605723,0.1820898060605723,har_forecast,0.277605778560934,raw
2023-12-20,0.2874141154749853,0.2969209310873836,0.8191588907501951,0.1664077315353259,0.2099906671120967,0.2099906671120967,har_forecast,0.2969209310873836,raw
2023-12-21,0.0519305052201229,0.3009151430721663,0.6639906590317122,0.1913467802542321,0.2421134249832772,0.2421134249832772,har_forecast,0.3009151430721663,raw
2023-12-22,0.1453009200952406,0.2874547994196999,0.4647481855337448,0.1795876264082192,0.3411965580432616,0.3411965580432616,har_forecast,0.2874547994196999,raw
2023-12-26,0.0443927065616518,0.2731794924645245,0.5365863045881794,0.1693141613890673,0.417624892319992,0.417624892319992,har_forecast,0.2731794924645245,raw
2023-12-27,0.0336938254649275,0.2537739487157295,0.4503164801478316,0.1636173012951771,0.1876337308111306,0.1876337308111306,har_forecast,0.2537739487157295,raw
2023-12-28,0.0,0.2328316014447334,0.4363523274190075,0.1506210120219919,0.1531008524404631,0.1531008524404631,har_forecast,0.2328316014447334,raw
2023-12-29,0.44007497050482,0.2044016776825993,0.4024378851339777,0.1045060885080652,0.308815184141789,0.308815184141789,har_forecast,0.2044016776825993,raw
2024-01-02,0.1986471027872634,0.2371874774623542,0.7688906881738571,0.0843990814496673,0.4451736556495535,0.4451736556495535,har_forecast,0.2371874774623542,raw
2024-01-03,0.1425224834629111,0.2490688868685989,0.5781934782932798,0.1715581261941082,0.1032338210218243,0.1032338210218243,har_forecast,0.2490688868685989,raw
2024-01-04,0.3593761474128868,0.2329561502998308,0.5273293527531187,0.1614311303589463,0.2189293379444196,0.2189293379444196,har_forecast,0.2329561502998308,raw
2024-01-05,0.9889713359608094,0.2578348348026535,0.7120641462854369,0.1650870244077467,0.2196181711476941,0.2196181711476941,har_forecast,0.2578348348026535,raw
2024-01-08,0.2672101129272701,0.2779732155809637,1.2491257454044746,0.1842284405334314,0.3707305787332334,0.3707305787332334,har_forecast,0.2779732155809637,raw
2024-01-09,0.3574090940395826,0.3758012377819383,0.668169977699034,0.2342575784231226,0.4291657939429263,0.4291657939429263,har_forecast,0.3758012377819383,raw
2024-01-10,0.1372662686023326,0.3180444099007938,0.7244493202797109,0.2185597384803579,0.2814323758787799,0.2814323758787799,har_forecast,0.3180444099007938,raw
2024-01-11,0.0324642622632198,0.3480833478254149,0.5493295756756718,0.2167152663351911,0.352145837539465,0.352145837539465,har_forecast,0.3480833478254149,raw
2024-01-12,0.4778777196676194,0.3018188229878504,0.451522858302,0.1970048357059352,0.1308947009992308,0.1308947009992308,har_forecast,0.3018188229878504,raw
2024-01-16,0.0929017683283205,0.3120405081196826,0.8218129226020991,0.1953694735518669,0.4664992814342673,0.4664992814342673,har_forecast,0.3120405081196826,raw
2024-01-17,0.2957258430144081,0.2745517104103875,0.4975291888419599,0.1922584561037614,0.1339573127647702,0.1339573127647702,har_forecast,0.2745517104103875,raw
2024-01-18,0.6492417462862163,0.2578491113567191,0.6585241314371073,0.1809314770213864,0.3122442643322013,0.3122442643322013,har_forecast,0.2578491113567191,raw
2024-01-19,0.043434769464258,0.2872601650914442,0.9621675344656144,0.1948066943322514,0.1803690577599621,0.1803690577599621,har_forecast,0.2872601650914442,raw
2024-01-22,0.058171780415626,0.3123327219627944,0.4661290500913591,0.2098930699214385,0.1888060393657413,0.1888060393657413,har_forecast,0.3123327219627944,raw
2024-01-23,0.3899584365558578,0.2612868790930033,0.4621072126885649,0.1840681209141389,0.3331924381090358,0.3331924381090358,har_forecast,0.2612868790930033,raw
2024-01-24,0.0658327399030948,0.2894415676395264,0.7432467092234152,0.1896758095284444,0.2781116021926468,0.2781116021926468,har_forecast,0.2894415676395264,raw
2024-01-25,0.1516954176365759,0.2808240837472712,0.4759995058203852,0.2006527652710727,0.2177443453716759,0.2177443453716759,har_forecast,0.2808240837472712,raw
2024-01-26,0.3686775003571279,0.2541341350342279,0.5378432978183167,0.1850473622803098,0.1825772425392873,0.1825772425392873,har_forecast,0.2541341350342279,raw
2024-01-29,0.0783334729631191,0.2533839886915632,0.7187921513073383,0.1749952467359292,0.1631594201112856,0.1631594201112856,har_forecast,0.2533839886915632,raw
2024-01-30,0.3185194206373551,0.2620620514296052,0.481898855683578,0.186764640503108,0.2739406099801028,0.2739406099801028,har_forecast,0.2620620514296052,raw
2024-01-31,0.382370905808013,0.2730221590367219,0.6779991862367919,0.1811360543342409,0.2305138975692608,0.2305138975692608,har_forecast,0.2730221590367219,raw
2024-02-01,0.770118305984636,0.2809445574561542,0.737219025758642,0.1927237099068859,0.356225998098183,0.356225998098183,har_forecast,0.2809445574561542,raw
2024-02-02,0.7434105782870476,0.3239025480379773,1.0723445147195727,0.2101454177839391,0.2628968915457757,0.2628968915457757,har_forecast,0.3239025480379773,raw
2024-02-05,0.2559736693730258,0.378052502781456,1.0647115881420897,0.2453995114587051,0.3663565130246609,0.3663565130246609,har_forecast,0.378052502781456,raw
