date,actual_volatility,har_forecast_log1p,har_sentiment_forecast_log1p,har_log_forecast,xgb_forecast_log1p,xgb_sentiment_forecast_log1p,har_forecast,har_sentiment_forecast,xgb_forecast,xgb_sentiment_forecast,preferred_model,preferred_prediction,preferred_source
2023-12-14,0.0433286131135669,0.1623984683854044,0.1623984683854044,15.874507866387544,0.1290274224893406,0.1290274224893406,0.1623984683854044,0.1623984683854044,0.1290274224893406,0.1290274224893406,har_forecast,0.1623984683854044,log1p
2023-12-15,0.1355637716314471,0.1533710668819633,0.1533710668819633,15.874507866387544,0.1202274558627137,0.1202274558627137,0.1533710668819633,0.1533710668819633,0.1202274558627137,0.1202274558627137,har_forecast,0.1533710668819633,log1p
2023-12-18,0.0848627717987297,0.1596616557723182,0.1596616557723182,15.874507866387544,0.1115951791089819,0.1115951791089819,0.1596616557723182,0.1596616557723182,0.1115951791089819,0.1115951791089819,har_forecast,0.1596616557723182,log1p
2023-12-19,0.1709959659634025,0.1414985913900247,0.1414985913900247,15.874507866387544,0.20750606540621,0.20750606540621,0.1414985913900247,0.1414985913900247,0.20750606540621,0.20750606540621,har_forecast,0.1414985913900247,log1p
2023-12-20,0.0122272684487364,0.1608099085750463,0.1608099085750463,15.874507866387544,0.2000205657849814,0.2000205657849814,0.1608099085750463,0.1608099085750463,0.2000205657849814,0.2000205657849814,har_forecast,0.1608099085750463,log1p
2023-12-21,0.0883089502602426,0.1360484164930548,0.1360484164930548,15.874507866387544,0.1850683108940948,0.1850683108940948,0.1360484164930548,0.1360484164930548,0.1850683108940948,0.1850683108940948,har_forecast,0.1360484164930548,log1p
2023-12-22,0.0451624645229113,0.1426163079457207,0.1426163079457207,15.874507866387544,0.1256788063866851,0.1256788063866851,0.1426163079457207,0.1426163079457207,0.1256788063866851,0.1256788063866851,har_forecast,0.1426163079457207,log1p
2023-12-26,0.0082201216944046,0.1403298027563065,0.1403298027563065,15.874507866387544,0.2096613065436794,0.2096613065436794,0.1403298027563065,0.1403298027563065,0.2096613065436794,0.2096613065436794,har_forecast,0.1403298027563065,log1p
2023-12-27,0.0353019793060252,0.1284186927969378,0.1284186927969378,15.874507866387544,0.1369565096164199,0.1369565096164199,0.1284186927969378,0.1284186927969378,0.1369565096164199,0.1369565096164199,har_forecast,0.1284186927969378,log1p
2023-12-28,0.0863397620780626,0.122629469467657,0.122629469467657,15.874507866387544,0.1185405570269928,0.1185405570269928,0.122629469467657,0.122629469467657,0.1185405570269928,0.1185405570269928,har_forecast,0.122629469467657,log1p
2023-12-29,0.5785094248507763,0.1274245108683172,0.1274245108683172,15.874507866387544,0.0838716280134689,0.0838716280134689,0.1274245108683172,0.1274245108683172,0.0838716280134689,0.0838716280134689,har_forecast,0.1274245108683172,log1p
2024-01-02,0.1193093089813555,0.1902784416548029,0.1902784416548029,15.874507866387544,0.283510955082569,0.283510955082569,0.1902784416548029,0.1902784416548029,0.283510955082569,0.283510955082569,har_forecast,0.1902784416548029,log1p
2024-01-03,0.2028992549822139,0.1752361768651979,0.1752361768651979,15.874507866387544,0.2539516414429646,0.2539516414429646,0.1752361768651979,0.1752361768651979,0.2539516414429646,0.2539516414429646,har_forecast,0.1752361768651979,log1p
2024-01-04,0.063833104061331,0.1845479021789269,0.1845479021789269,15.874507866387544,0.1623471044157192,0.1623471044157192,0.1845479021789269,0.1845479021789269,0.1623471044157192,0.1623471044157192,har_forecast,0.1845479021789269,log1p
2024-01-05,0.3791990509639762,0.1787329701972621,0.1787329701972621,15.874507866387544,0.2104678917319717,0.2104678917319717,0.1787329701972621,0.1787329701972621,0.2104678917319717,0.2104678917319717,har_forecast,0.1787329701972621,log1p
2024-01-08,0.0359712281872754,0.1834751420196879,0.1834751420196879,15.874507866387544,0.3799190814783074,0.3799190814783074,0.1834751420196879,0.1834751420196879,0.3799190814783074,0.3799190814783074,har_forecast,0.1834751420196879,log1p
2024-01-09,0.089776350137109,0.2009756706932722,0.2009756706932722,15.874507866387544,0.218265445908122,0.218265445908122,0.2009756706932722,0.2009756706932722,0.218265445908122,0.218265445908122,har_forecast,0.2009756706932722,log1p
2024-01-10,0.0512389580441414,0.1559427140262298,0.1559427140262298,15.874507866387544,0.1615950155856584,0.1615950155856584,0.1559427140262298,0.1559427140262298,0.1615950155856584,0.1615950155856584,har_forecast,0.1559427140262298,log1p
2024-01-11,0.0282017610199559,0.1595523104288211,0.1595523104288211,15.874507866387544,0.1658981636142092,0.1658981636142092,0.1595523104288211,0.1595523104288211,0.1658981636142092,0.1658981636142092,har_forecast,0.1595523104288211,log1p
2024-01-12,0.1967418830877084,0.1454627610459434,0.1454627610459434,15.874507866387544,0.1818033636402935,0.1818033636402935,0.1454627610459434,0.1454627610459434,0.1818033636402935,0.1818033636402935,har_forecast,0.1454627610459434,log1p
2024-01-16,0.0823401499614448,0.1685768498708577,0.1685768498708577,15.874507866387544,0.1979492501483019,0.1979492501483019,0.1685768498708577,0.1685768498708577,0.1979492501483019,0.1979492501483019,har_forecast,0.1685768498708577,log1p
2024-01-17,0.5088018209406193,0.1443827369942187,0.1443827369942187,15.874507866387544,0.1508349526159814,0.1508349526159814,0.1443827369942187,0.1443827369942187,0.1508349526159814,0.1508349526159814,har_forecast,0.1443827369942187,log1p
2024-01-18,0.2446835126624034,0.1493398159467696,0.1493398159467696,15.874507866387544,0.2366974278059342,0.2366974278059342,0.1493398159467696,0.1493398159467696,0.2366974278059342,0.2366974278059342,har_forecast,0.1493398159467696,log1p
2024-01-19,0.191921562931884,0.1724224102308892,0.1724224102308892,15.874507866387544,0.2404191705552099,0.2404191705552099,0.1724224102308892,0.1724224102308892,0.2404191705552099,0.2404191705552099,har_forecast,0.1724224102308892,log1p
2024-01-22,0.1052668364316107,0.179526959326309,0.179526959326309,15.874507866387544,0.1182757680380623,0.1182757680380623,0.179526959326309,0.179526959326309,0.1182757680380623,0.1182757680380623,har_forecast,0.179526959326309,log1p
2024-01-23,0.0554021773777289,0.1873773179467639,0.1873773179467639,15.874507866387544,0.1644487140227119,0.1644487140227119,0.1873773179467639,0.1873773179467639,0.1644487140227119,0.1644487140227119,har_forecast,0.1873773179467639,log1p
2024-01-24,0.0269566364602715,0.1894787748824817,0.1894787748824817,15.874507866387544,0.1859496068892082,0.1859496068892082,0.1894787748824817,0.1894787748824817,0.1859496068892082,0.1859496068892082,har_forecast,0.1894787748824817,log1p
2024-01-25,0.1437211453276535,0.1817045775185006,0.1817045775185006,15.874507866387544,0.1746985479019651,0.1746985479019651,0.1817045775185006,0.1817045775185006,0.1746985479019651,0.1746985479019651,har_forecast,0.1817045775185006,log1p
2024-01-26,0.0570270005859696,0.1687662637655833,0.1687662637655833,15.874507866387544,0.1498855272766829,0.1498855272766829,0.1687662637655833,0.1687662637655833,0.1498855272766829,0.1498855272766829,har_forecast,0.1687662637655833,log1p
2024-01-29,0.3084962897233236,0.1526399804623588,0.1526399804623588,15.874507866387544,0.1289661580407301,0.1289661580407301,0.1526399804623588,0.1526399804623588,0.1289661580407301,0.1289661580407301,har_forecast,0.1526399804623588,log1p
2024-01-30,0.3103052348703958,0.1762895656745735,0.1762895656745735,15.874507866387544,0.2348565036877178,0.2348565036877178,0.1762895656745735,0.1762895656745735,0.2348565036877178,0.2348565036877178,har_forecast,0.1762895656745735,log1p
2024-01-31,0.2103753059511942,0.1954331457621434,0.1954331457621434,15.874507866387544,0.1453624248666714,0.1453624248666714,0.1954331457621434,0.1954331457621434,0.1453624248666714,0.1453624248666714,har_forecast,0.1954331457621434,log1p
2024-02-01,0.0860358171285991,0.1741912424302895,0.1741912424302895,15.874507866387544,0.1778254132525723,0.1778254132525723,0.1741912424302895,0.1741912424302895,0.1778254132525723,0.1778254132525723,har_forecast,0.1741912424302895,log1p
